train_loss,epoch,step,val_loss
0.06352103501558304,0,49,
0.048541098833084106,0,99,
0.05260072275996208,0,149,
0.050420720130205154,0,199,
0.047423381358385086,0,249,
0.04537922888994217,0,299,
0.04867861792445183,0,349,
0.04804606735706329,0,399,
,0,429,0.04706719145178795
0.048428889364004135,1,449,
0.04596662521362305,1,499,
0.04104280471801758,1,549,
0.044001705944538116,1,599,
0.045041583478450775,1,649,
0.04411221295595169,1,699,
0.05019661784172058,1,749,
0.04509248584508896,1,799,
0.047775398939847946,1,849,
,1,859,0.04451391473412514
0.043440837413072586,2,899,
0.044747043401002884,2,949,
0.045297905802726746,2,999,
0.05096462741494179,2,1049,
0.04726391285657883,2,1099,
0.04137936234474182,2,1149,
0.03979958966374397,2,1199,
0.04209418222308159,2,1249,
,2,1289,0.042963944375514984
0.04942452907562256,3,1299,
0.04367825388908386,3,1349,
0.03900112211704254,3,1399,
0.04581252485513687,3,1449,
0.04492071643471718,3,1499,
0.046185873448848724,3,1549,
0.04608701169490814,3,1599,
0.045827921479940414,3,1649,
0.042661987245082855,3,1699,
,3,1719,0.04207257926464081
0.04202689230442047,4,1749,
0.03971044719219208,4,1799,
0.03779027983546257,4,1849,
0.043923359364271164,4,1899,
0.04168401286005974,4,1949,
0.04349060729146004,4,1999,
0.044232845306396484,4,2049,
0.042898159474134445,4,2099,
0.045207031071186066,4,2149,
,4,2149,0.04150731861591339
0.04603467509150505,5,2199,
0.04039810225367546,5,2249,
0.039243053644895554,5,2299,
0.040385179221630096,5,2349,
0.03947141766548157,5,2399,
0.04328223690390587,5,2449,
0.04413025453686714,5,2499,
0.043944280594587326,5,2549,
,5,2579,0.040929362177848816
0.03749890625476837,6,2599,
0.03568131476640701,6,2649,
0.04210329428315163,6,2699,
0.03929433599114418,6,2749,
0.038475871086120605,6,2799,
0.03921531140804291,6,2849,
0.04035612940788269,6,2899,
0.04231138899922371,6,2949,
0.04588610678911209,6,2999,
,6,3009,0.040529441088438034
0.04360300675034523,7,3049,
0.03616412729024887,7,3099,
0.04111073911190033,7,3149,
0.04193712770938873,7,3199,
0.03918490186333656,7,3249,
0.04134736582636833,7,3299,
0.042403873056173325,7,3349,
0.041902463883161545,7,3399,
,7,3439,0.0402270182967186
0.03598302975296974,8,3449,
0.041996732354164124,8,3499,
0.038377631455659866,8,3549,
0.03875408321619034,8,3599,
0.03899936005473137,8,3649,
0.04020341858267784,8,3699,
0.041229017078876495,8,3749,
0.04217256233096123,8,3799,
0.04223209246993065,8,3849,
,8,3869,0.03997151181101799
0.03710426017642021,9,3899,
0.03841317817568779,9,3949,
0.03869195654988289,9,3999,
0.03185931593179703,9,4049,
0.03659829869866371,9,4099,
0.039253633469343185,9,4149,
0.0393274649977684,9,4199,
0.03573742136359215,9,4249,
0.045531902462244034,9,4299,
,9,4299,0.03969660401344299
0.043170228600502014,10,4349,
0.04547499492764473,10,4399,
0.039192985743284225,10,4449,
0.03781430050730705,10,4499,
0.042886313050985336,10,4549,
0.039552636444568634,10,4599,
0.03729598969221115,10,4649,
0.03948419913649559,10,4699,
,10,4729,0.03954225778579712
0.03737622871994972,11,4749,
0.04231380298733711,11,4799,
0.03656798228621483,11,4849,
0.03380896523594856,11,4899,
0.040012046694755554,11,4949,
0.032490815967321396,11,4999,
0.03285597264766693,11,5049,
0.03602474182844162,11,5099,
0.03921399265527725,11,5149,
,11,5159,0.03919313848018646
0.03870583325624466,12,5199,
0.0382816307246685,12,5249,
0.03983430564403534,12,5299,
0.03757156804203987,12,5349,
0.03815849497914314,12,5399,
0.04106001555919647,12,5449,
0.037014737725257874,12,5499,
0.038349300622940063,12,5549,
,12,5589,0.03903622180223465
0.035516366362571716,13,5599,
0.03942825272679329,13,5649,
0.039647601544857025,13,5699,
0.03789018467068672,13,5749,
0.037724096328020096,13,5799,
0.04307214543223381,13,5849,
0.03962445631623268,13,5899,
0.03712784871459007,13,5949,
0.03871370479464531,13,5999,
,13,6019,0.03904319927096367
0.03323275223374367,14,6049,
0.042979247868061066,14,6099,
0.04582074657082558,14,6149,
0.03561645746231079,14,6199,
0.03747594356536865,14,6249,
0.0380132831633091,14,6299,
0.04147693142294884,14,6349,
0.040560126304626465,14,6399,
0.04128847271203995,14,6449,
,14,6449,0.038751810789108276
0.03772025182843208,15,6499,
0.03674774989485741,15,6549,
0.0392787903547287,15,6599,
0.03706997632980347,15,6649,
0.03441120684146881,15,6699,
0.04564530774950981,15,6749,
0.03629416599869728,15,6799,
0.045064739882946014,15,6849,
,15,6879,0.03860118240118027
0.03469260782003403,16,6899,
0.04183864966034889,16,6949,
0.04458550363779068,16,6999,
0.037211883813142776,16,7049,
0.042857058346271515,16,7099,
0.03670651093125343,16,7149,
0.03884638473391533,16,7199,
0.03191327676177025,16,7249,
0.03878830373287201,16,7299,
,16,7309,0.038456495851278305
0.03817269578576088,17,7349,
0.034795235842466354,17,7399,
0.04218326136469841,17,7449,
0.03894585743546486,17,7499,
0.03877212107181549,17,7549,
0.03797568008303642,17,7599,
0.037973448634147644,17,7649,
0.04044527933001518,17,7699,
,17,7739,0.038400836288928986
0.03735972195863724,18,7749,
0.03998590260744095,18,7799,
0.03790418803691864,18,7849,
0.03428014740347862,18,7899,
0.03714645653963089,18,7949,
0.03391071781516075,18,7999,
0.039568714797496796,18,8049,
0.04017652943730354,18,8099,
0.03768950328230858,18,8149,
,18,8169,0.03817469999194145
0.03738229721784592,19,8199,
0.03536929562687874,19,8249,
0.037606898695230484,19,8299,
0.044287730008363724,19,8349,
0.03859945014119148,19,8399,
0.03691022843122482,19,8449,
0.03458547219634056,19,8499,
0.030196286737918854,19,8549,
0.03487858548760414,19,8599,
,19,8599,0.03815451264381409
0.043045442551374435,20,8649,
0.03524244576692581,20,8699,
0.04209655895829201,20,8749,
0.03671383857727051,20,8799,
0.033806394785642624,20,8849,
0.036704156547784805,20,8899,
0.03473763167858124,20,8949,
0.03824928402900696,20,8999,
,20,9029,0.03801781311631203
0.03415260463953018,21,9049,
0.03932248800992966,21,9099,
0.03578680008649826,21,9149,
0.03874099254608154,21,9199,
0.038180168718099594,21,9249,
0.039419278502464294,21,9299,
0.03627021983265877,21,9349,
0.039037320762872696,21,9399,
0.0359591543674469,21,9449,
,21,9459,0.037908196449279785
0.036172930151224136,22,9499,
0.031200766563415527,22,9549,
0.03902966156601906,22,9599,
0.03603104501962662,22,9649,
0.039567962288856506,22,9699,
0.03970956429839134,22,9749,
0.03626381233334541,22,9799,
0.046748317778110504,22,9849,
,22,9889,0.03793521597981453
0.03374284878373146,23,9899,
0.03751550614833832,23,9949,
0.040225036442279816,23,9999,
0.04364584758877754,23,10049,
0.03669365122914314,23,10099,
0.036132846027612686,23,10149,
0.0396701879799366,23,10199,
0.03321011736989021,23,10249,
0.037191711366176605,23,10299,
,23,10319,0.03789878636598587
0.033812809735536575,24,10349,
0.04065297544002533,24,10399,
0.03458789736032486,24,10449,
0.03802304342389107,24,10499,
0.035236094146966934,24,10549,
0.03680013492703438,24,10599,
0.036613233387470245,24,10649,
0.03996554762125015,24,10699,
0.036470796912908554,24,10749,
,24,10749,0.03781721368432045
0.035543497651815414,25,10799,
0.03709719702601433,25,10849,
0.03946617618203163,25,10899,
0.03790927678346634,25,10949,
0.03562045469880104,25,10999,
0.04047001153230667,25,11049,
0.042506143450737,25,11099,
0.037145067006349564,25,11149,
,25,11179,0.03767029941082001
0.036480508744716644,26,11199,
0.03450984135270119,26,11249,
0.04098043590784073,26,11299,
0.031580206006765366,26,11349,
0.03764467313885689,26,11399,
0.03858756273984909,26,11449,
0.03532262146472931,26,11499,
0.0331796333193779,26,11549,
0.03066539391875267,26,11599,
,26,11609,0.037635158747434616
0.037880804389715195,27,11649,
0.04342058300971985,27,11699,
0.035921379923820496,27,11749,
0.03680357709527016,27,11799,
0.038530729711055756,27,11849,
0.03651917725801468,27,11899,
0.04323098063468933,27,11949,
0.03388690948486328,27,11999,
,27,12039,0.03754694014787674
0.037691548466682434,28,12049,
0.03712543100118637,28,12099,
0.03777182102203369,28,12149,
0.04027535766363144,28,12199,
0.03445358946919441,28,12249,
0.03309062868356705,28,12299,
0.03618175908923149,28,12349,
0.03905416652560234,28,12399,
0.03592119738459587,28,12449,
,28,12469,0.03754568099975586
0.04118111729621887,29,12499,
0.03664591163396835,29,12549,
0.03863941505551338,29,12599,
0.0362260565161705,29,12649,
0.03628893569111824,29,12699,
0.035774506628513336,29,12749,
0.03840550035238266,29,12799,
0.033679354935884476,29,12849,
0.04103771224617958,29,12899,
,29,12899,0.037459246814250946
0.03508666530251503,30,12949,
0.03853163495659828,30,12999,
0.03649743273854256,30,13049,
0.03224898502230644,30,13099,
0.03329332545399666,30,13149,
0.037822332233190536,30,13199,
0.03999370336532593,30,13249,
0.03571160510182381,30,13299,
,30,13329,0.03744442015886307
0.03916217386722565,31,13349,
0.030191639438271523,31,13399,
0.03423193469643593,31,13449,
0.03763442113995552,31,13499,
0.03722983971238136,31,13549,
0.03814546763896942,31,13599,
0.03453478589653969,31,13649,
0.03507404401898384,31,13699,
0.0361219085752964,31,13749,
,31,13759,0.03744344413280487
0.03347701206803322,32,13799,
0.03439124673604965,32,13849,
0.03668803721666336,32,13899,
0.03508204221725464,32,13949,
0.041687045246362686,32,13999,
0.035183198750019073,32,14049,
0.03656040132045746,32,14099,
0.031148571521043777,32,14149,
,32,14189,0.03735576942563057
0.04223470389842987,33,14199,
0.04023522511124611,33,14249,
0.03126634657382965,33,14299,
0.03732280060648918,33,14349,
0.04100513458251953,33,14399,
0.03625244274735451,33,14449,
0.03374706953763962,33,14499,
0.03692914545536041,33,14549,
0.03767558932304382,33,14599,
,33,14619,0.03745340555906296
0.037201251834630966,34,14649,
0.037778548896312714,34,14699,
0.03197047859430313,34,14749,
0.04086170345544815,34,14799,
0.03241337090730667,34,14849,
0.034547604620456696,34,14899,
0.03410740941762924,34,14949,
0.03839905932545662,34,14999,
0.03541084751486778,34,15049,
,34,15049,0.03729604557156563
0.03444114327430725,35,15099,
0.03591711446642876,35,15149,
0.037243764847517014,35,15199,
0.03194044157862663,35,15249,
0.042064543813467026,35,15299,
0.03270336613059044,35,15349,
0.03397026285529137,35,15399,
0.03572661802172661,35,15449,
,35,15479,0.03724377229809761
0.03613559529185295,36,15499,
0.03508979454636574,36,15549,
0.03810657560825348,36,15599,
0.03279727324843407,36,15649,
0.037371691316366196,36,15699,
0.03326280787587166,36,15749,
0.036538124084472656,36,15799,
0.035487912595272064,36,15849,
0.03368128836154938,36,15899,
,36,15909,0.0372869111597538
0.0412011444568634,37,15949,
0.035948000848293304,37,15999,
0.03602457046508789,37,16049,
0.03639959543943405,37,16099,
0.03381667658686638,37,16149,
0.035058192908763885,37,16199,
0.03664040565490723,37,16249,
0.03547997772693634,37,16299,
,37,16339,0.037138260900974274
0.038052432239055634,38,16349,
0.03992430120706558,38,16399,
0.03416832536458969,38,16449,
0.038365695625543594,38,16499,
0.03949178755283356,38,16549,
0.03385196253657341,38,16599,
0.030171237885951996,38,16649,
0.0339055135846138,38,16699,
0.03422205522656441,38,16749,
,38,16769,0.0371055044233799
0.039238739758729935,39,16799,
0.03909636288881302,39,16849,
0.03383130952715874,39,16899,
0.03510021045804024,39,16949,
0.03167311102151871,39,16999,
0.03637039288878441,39,17049,
0.03833136707544327,39,17099,
0.03501337394118309,39,17149,
0.036565426737070084,39,17199,
,39,17199,0.03713361173868179
0.03435206785798073,40,17249,
0.037833329290151596,40,17299,
0.03626447543501854,40,17349,
0.04043110832571983,40,17399,
0.032882340252399445,40,17449,
0.03562582656741142,40,17499,
0.039990730583667755,40,17549,
0.04357843101024628,40,17599,
,40,17629,0.03711215779185295
0.04145175591111183,41,17649,
0.03551368787884712,41,17699,
0.03219420835375786,41,17749,
0.03532504290342331,41,17799,
0.035601917654275894,41,17849,
0.03197252377867699,41,17899,
0.04094569757580757,41,17949,
0.03325294330716133,41,17999,
0.031571075320243835,41,18049,
,41,18059,0.0370049886405468
0.03640660271048546,42,18099,
0.04059475660324097,42,18149,
0.04024159908294678,42,18199,
0.03528540953993797,42,18249,
0.04020185396075249,42,18299,
0.03902149200439453,42,18349,
0.04047141596674919,42,18399,
0.0396914929151535,42,18449,
,42,18489,0.03698769956827164
0.041865892708301544,43,18499,
0.03747959062457085,43,18549,
0.03542981296777725,43,18599,
0.03734452277421951,43,18649,
0.03645472228527069,43,18699,
0.03663921356201172,43,18749,
0.035731952637434006,43,18799,
0.03502321243286133,43,18849,
0.03799460455775261,43,18899,
,43,18919,0.03701077774167061
0.03803502768278122,44,18949,
0.04148629680275917,44,18999,
0.035301096737384796,44,19049,
0.04264261573553085,44,19099,
0.034246087074279785,44,19149,
0.03677290305495262,44,19199,
0.03499423339962959,44,19249,
0.03788664937019348,44,19299,
0.03863121196627617,44,19349,
,44,19349,0.036903779953718185
0.036194808781147,45,19399,
0.030477412045001984,45,19449,
0.0347595177590847,45,19499,
0.03380877897143364,45,19549,
0.04060645028948784,45,19599,
0.03316590562462807,45,19649,
0.03185860812664032,45,19699,
0.03723149746656418,45,19749,
,45,19779,0.03684169799089432
0.03874624893069267,46,19799,
0.03709583356976509,46,19849,
0.038553740829229355,46,19899,
0.03441881760954857,46,19949,
0.03954643756151199,46,19999,
0.038292646408081055,46,20049,
0.03933633118867874,46,20099,
0.039414744824171066,46,20149,
0.03608836233615875,46,20199,
,46,20209,0.036834631115198135
0.03616573289036751,47,20249,
0.03623752295970917,47,20299,
0.03903698921203613,47,20349,
0.03373401612043381,47,20399,
0.03981873765587807,47,20449,
0.03817946836352348,47,20499,
0.03749031946063042,47,20549,
0.035697221755981445,47,20599,
,47,20639,0.036794714629650116
0.042626529932022095,48,20649,
0.040194071829319,48,20699,
0.040635209530591965,48,20749,
0.03436186909675598,48,20799,
0.03773375228047371,48,20849,
0.03359692543745041,48,20899,
0.040502872318029404,48,20949,
0.03469463065266609,48,20999,
0.042573232203722,48,21049,
,48,21069,0.0367109514772892
0.035717956721782684,49,21099,
0.03828065097332001,49,21149,
0.03380151093006134,49,21199,
0.03701407089829445,49,21249,
0.03527737036347389,49,21299,
0.036986563354730606,49,21349,
0.03561968728899956,49,21399,
0.039173465222120285,49,21449,
0.03715839982032776,49,21499,
,49,21499,0.036730602383613586
0.03371032327413559,50,21549,
0.03258153423666954,50,21599,
0.03488239645957947,50,21649,
0.0394979864358902,50,21699,
0.03932342678308487,50,21749,
0.0340549498796463,50,21799,
0.03393755108118057,50,21849,
0.04015191271901131,50,21899,
,50,21929,0.03669097274541855
0.033081259578466415,51,21949,
0.03840740770101547,51,21999,
0.03623075783252716,51,22049,
0.03444533795118332,51,22099,
0.03600509092211723,51,22149,
0.036735229194164276,51,22199,
0.03679100424051285,51,22249,
0.034478988498449326,51,22299,
0.03697424754500389,51,22349,
,51,22359,0.036622654646635056
0.03499584645032883,52,22399,
0.03625822812318802,52,22449,
0.03847735375165939,52,22499,
0.03744775429368019,52,22549,
0.035032499581575394,52,22599,
0.03340607136487961,52,22649,
0.040908414870500565,52,22699,
0.032557062804698944,52,22749,
,52,22789,0.036687806248664856
0.03421732038259506,53,22799,
0.03299744799733162,53,22849,
0.03701343759894371,53,22899,
0.03752880170941353,53,22949,
0.03806312009692192,53,22999,
0.03503415733575821,53,23049,
0.036824680864810944,53,23099,
0.04199155420064926,53,23149,
0.03500054031610489,53,23199,
,53,23219,0.03662433102726936
0.03647705540060997,54,23249,
0.036976415663957596,54,23299,
0.034615688025951385,54,23349,
0.034441228955984116,54,23399,
0.03578196093440056,54,23449,
0.030150067061185837,54,23499,
0.036628514528274536,54,23549,
0.03876939043402672,54,23599,
0.028423702344298363,54,23649,
,54,23649,0.03662458434700966
0.037396278232336044,55,23699,
0.03805828094482422,55,23749,
0.032913923263549805,55,23799,
0.03852187469601631,55,23849,
0.030091343447566032,55,23899,
0.03429710119962692,55,23949,
0.03589533641934395,55,23999,
0.03318914398550987,55,24049,
,55,24079,0.03655584901571274
0.039106789976358414,56,24099,
0.030179869383573532,56,24149,
0.034603673964738846,56,24199,
0.03812027722597122,56,24249,
0.03437697887420654,56,24299,
0.03002973087131977,56,24349,
0.03615657985210419,56,24399,
0.037778303027153015,56,24449,
0.03831741586327553,56,24499,
,56,24509,0.036562200635671616
0.03654894977807999,57,24549,
0.03437409922480583,57,24599,
0.029889123514294624,57,24649,
0.03798165172338486,57,24699,
0.039554767310619354,57,24749,
0.03355400264263153,57,24799,
0.04176578298211098,57,24849,
0.035562664270401,57,24899,
,57,24939,0.03649597615003586
0.03554732725024223,58,24949,
0.033310942351818085,58,24999,
0.03903357684612274,58,25049,
0.03547753393650055,58,25099,
0.039937399327754974,58,25149,
0.03893556445837021,58,25199,
0.03672047331929207,58,25249,
0.03755960240960121,58,25299,
0.044950343668460846,58,25349,
,58,25369,0.03647860884666443
0.035638559609651566,59,25399,
0.036768730729818344,59,25449,
0.037143170833587646,59,25499,
0.036921869963407516,59,25549,
0.040004752576351166,59,25599,
0.04122785106301308,59,25649,
0.03681572899222374,59,25699,
0.03672903776168823,59,25749,
0.03726262226700783,59,25799,
,59,25799,0.03640630096197128
0.03804055601358414,60,25849,
0.035913337022066116,60,25899,
0.03929075226187706,60,25949,
0.03254320099949837,60,25999,
0.03513507544994354,60,26049,
0.033862482756376266,60,26099,
0.036265745759010315,60,26149,
0.03794621676206589,60,26199,
,60,26229,0.03643852844834328
0.03973507136106491,61,26249,
0.03709439933300018,61,26299,
0.036123789846897125,61,26349,
0.03714124858379364,61,26399,
0.03575233742594719,61,26449,
0.03744083642959595,61,26499,
0.030169369652867317,61,26549,
0.03275305777788162,61,26599,
0.03873933479189873,61,26649,
,61,26659,0.03654705733060837
0.035077955573797226,62,26699,
0.03169107437133789,62,26749,
0.031204577535390854,62,26799,
0.03623161464929581,62,26849,
0.039596594870090485,62,26899,
0.03308968245983124,62,26949,
0.03199748322367668,62,26999,
0.040142856538295746,62,27049,
,62,27089,0.03638690710067749
0.03655551001429558,63,27099,
0.033948563039302826,63,27149,
0.03571588918566704,63,27199,
0.034696172922849655,63,27249,
0.04273983836174011,63,27299,
0.03555769845843315,63,27349,
0.035234808921813965,63,27399,
0.032388702034950256,63,27449,
0.03652108460664749,63,27499,
,63,27519,0.036354586482048035
0.03335229307413101,64,27549,
0.03591328486800194,64,27599,
0.03274012356996536,64,27649,
0.03136304393410683,64,27699,
0.03312434256076813,64,27749,
0.03629647567868233,64,27799,
0.04029179364442825,64,27849,
0.03724168613553047,64,27899,
0.03465954214334488,64,27949,
,64,27949,0.036313071846961975
0.03125232085585594,65,27999,
0.03698326274752617,65,28049,
0.03649431839585304,65,28099,
0.0378471277654171,65,28149,
0.03912632539868355,65,28199,
0.03882404789328575,65,28249,
0.0395265631377697,65,28299,
0.03686796501278877,65,28349,
,65,28379,0.036319490522146225
0.036180756986141205,66,28399,
0.03793668374419212,66,28449,
0.03632018342614174,66,28499,
0.03659776970744133,66,28549,
0.03608783334493637,66,28599,
0.03440138325095177,66,28649,
0.03485463559627533,66,28699,
